F1-Score,Precision,Recall,Accuracy,Model,Num_Features,Preprocessing,Fea_Selection,Dim_Reduction,Var_Threshold,support
0.77555,0.78175,0.77255,0.795825,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",401,,,0,False,60
0.774975,0.7809,0.77215,0.795225,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",401,StandardScaler(),,0,False,60
0.77515,0.781375,0.77215,0.79545,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",401,MinMaxScaler(),,0,False,60
0.774625,0.780325,0.77215,0.79485,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",401,MaxAbsScaler(),,0,False,60
0.77485,0.781125,0.771675,0.79525,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",401,RobustScaler(),,0,False,60
0.77565,0.7809,0.77375,0.795625,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",401,PowerTransformer(),,0,False,60
0.7747,0.77985,0.77255,0.79485,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",401,QuantileTransformer(random_state=27033074),,0,False,60
0.774075,0.7788,0.77255,0.7941,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",401,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,False,60
0.7679,0.736725,0.811675,0.776875,"RandomForestClassifier(n_estimators=500, n_jobs=-1, random_state=27033074)",401,normalize,,0,False,60
0.68795,0.635925,0.831275,0.685175,"MLPClassifier(max_iter=10000, random_state=27033074)",401,,,0,False,60
0.72665,0.742075,0.7146,0.7546,"MLPClassifier(max_iter=10000, random_state=27033074)",401,StandardScaler(),,0,False,60
0.723525,0.73475,0.71705,0.750375,"MLPClassifier(max_iter=10000, random_state=27033074)",401,MinMaxScaler(),,0,False,60
0.7292,0.739275,0.724575,0.755125,"MLPClassifier(max_iter=10000, random_state=27033074)",401,MaxAbsScaler(),,0,False,60
0.7163,0.741175,0.69625,0.7485,"MLPClassifier(max_iter=10000, random_state=27033074)",401,RobustScaler(),,0,False,60
0.73535,0.74195,0.731675,0.759925,"MLPClassifier(max_iter=10000, random_state=27033074)",401,PowerTransformer(),,0,False,60
0.7449,0.751125,0.7421,0.768425,"MLPClassifier(max_iter=10000, random_state=27033074)",401,QuantileTransformer(random_state=27033074),,0,False,60
0.739575,0.73375,0.7479,0.7597,"MLPClassifier(max_iter=10000, random_state=27033074)",401,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,False,60
0.722725,0.674075,0.790875,0.725275,"MLPClassifier(max_iter=10000, random_state=27033074)",401,normalize,,0,False,60
0,0,0,0.5435,"SVC(gamma='auto', random_state=27033074)",401,,,0,False,60
0.7534,0.754925,0.7546,0.774575,"SVC(gamma='auto', random_state=27033074)",401,StandardScaler(),,0,False,60
0.707525,0.7984,0.64585,0.76115,"SVC(gamma='auto', random_state=27033074)",401,MinMaxScaler(),,0,False,60
0.6641,0.828675,0.563725,0.745225,"SVC(gamma='auto', random_state=27033074)",401,MaxAbsScaler(),,0,False,60
0.747975,0.745875,0.752,0.76885,"SVC(gamma='auto', random_state=27033074)",401,RobustScaler(),,0,False,60
0.7775,0.77435,0.7842,0.795175,"SVC(gamma='auto', random_state=27033074)",401,PowerTransformer(),,0,False,60
0.7821,0.76245,0.80495,0.79535,"SVC(gamma='auto', random_state=27033074)",401,QuantileTransformer(random_state=27033074),,0,False,60
0.7415,0.774075,0.71375,0.772775,"SVC(gamma='auto', random_state=27033074)",401,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,False,60
0.349825,0.908575,0.220025,0.634225,"SVC(gamma='auto', random_state=27033074)",401,normalize,,0,False,60
0.732975,0.747825,0.72125,0.760975,"KNeighborsClassifier(n_jobs=-1, n_neighbors=10)",401,,,0,False,60
0.7354,0.6754,0.80955,0.733325,"KNeighborsClassifier(n_jobs=-1, n_neighbors=10)",401,StandardScaler(),,0,False,60
0.718325,0.6681,0.78045,0.720375,"KNeighborsClassifier(n_jobs=-1, n_neighbors=10)",401,MinMaxScaler(),,0,False,60
0.7178,0.6728,0.773275,0.722125,"KNeighborsClassifier(n_jobs=-1, n_neighbors=10)",401,MaxAbsScaler(),,0,False,60
0.74165,0.697575,0.795025,0.74715,"KNeighborsClassifier(n_jobs=-1, n_neighbors=10)",401,RobustScaler(),,0,False,60
0.7709,0.720075,0.8329,0.774,"KNeighborsClassifier(n_jobs=-1, n_neighbors=10)",401,PowerTransformer(),,0,False,60
0.77335,0.732075,0.82255,0.78005,"KNeighborsClassifier(n_jobs=-1, n_neighbors=10)",401,QuantileTransformer(random_state=27033074),,0,False,60
0.75005,0.69145,0.822875,0.7494,"KNeighborsClassifier(n_jobs=-1, n_neighbors=10)",401,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,False,60
0.7641,0.70265,0.84175,0.762575,"KNeighborsClassifier(n_jobs=-1, n_neighbors=10)",401,normalize,,0,False,60
0.5641,0.432475,0.8458,0.47615,"SGDClassifier(loss='log', n_jobs=-1, random_state=27033074)",401,,,0,False,60
0.6918,0.689675,0.6988,0.7166,"SGDClassifier(loss='log', n_jobs=-1, random_state=27033074)",401,StandardScaler(),,0,False,60
0.690675,0.72695,0.7129,0.723775,"SGDClassifier(loss='log', n_jobs=-1, random_state=27033074)",401,MinMaxScaler(),,0,False,60
0.709825,0.7248,0.7366,0.7331,"SGDClassifier(loss='log', n_jobs=-1, random_state=27033074)",401,MaxAbsScaler(),,0,False,60
0.704875,0.703725,0.70875,0.730425,"SGDClassifier(loss='log', n_jobs=-1, random_state=27033074)",401,RobustScaler(),,0,False,60
0.6957,0.705375,0.6912,0.726275,"SGDClassifier(loss='log', n_jobs=-1, random_state=27033074)",401,PowerTransformer(),,0,False,60
0.71225,0.7332,0.7308,0.746025,"SGDClassifier(loss='log', n_jobs=-1, random_state=27033074)",401,QuantileTransformer(random_state=27033074),,0,False,60
0.71055,0.722275,0.71875,0.7384,"SGDClassifier(loss='log', n_jobs=-1, random_state=27033074)",401,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,False,60
0.7465,0.645225,0.899175,0.718975,"SGDClassifier(loss='log', n_jobs=-1, random_state=27033074)",401,normalize,,0,False,60
0.708,0.702025,0.717975,0.73125,DecisionTreeClassifier(random_state=27033074),401,,,0,False,60
0.707975,0.701875,0.717975,0.7312,DecisionTreeClassifier(random_state=27033074),401,StandardScaler(),,0,False,60
0.708425,0.702425,0.718375,0.7316,DecisionTreeClassifier(random_state=27033074),401,MinMaxScaler(),,0,False,60
0.708275,0.70215,0.718375,0.7314,DecisionTreeClassifier(random_state=27033074),401,MaxAbsScaler(),,0,False,60
0.7076,0.702075,0.71715,0.73105,DecisionTreeClassifier(random_state=27033074),401,RobustScaler(),,0,False,60
0.707925,0.704175,0.71505,0.7314,DecisionTreeClassifier(random_state=27033074),401,PowerTransformer(),,0,False,60
0.708075,0.702025,0.71795,0.731225,DecisionTreeClassifier(random_state=27033074),401,QuantileTransformer(random_state=27033074),,0,False,60
0.709325,0.703225,0.7192,0.73235,DecisionTreeClassifier(random_state=27033074),401,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,False,60
0.5515,0.53605,0.603375,0.595125,DecisionTreeClassifier(random_state=27033074),401,normalize,,0,False,60
0.51595,0.6297,0.537075,0.5194,RidgeClassifierCV(),401,,,0,False,60
0.7059,0.709825,0.704975,0.731575,RidgeClassifierCV(),401,StandardScaler(),,0,False,60
0.750775,0.736125,0.76865,0.76755,RidgeClassifierCV(),401,MinMaxScaler(),,0,False,60
0.748,0.742325,0.756625,0.767675,RidgeClassifierCV(),401,MaxAbsScaler(),,0,False,60
0.67965,0.712625,0.652875,0.7198,RidgeClassifierCV(),401,RobustScaler(),,0,False,60
0.72615,0.7115,0.7442,0.7437,RidgeClassifierCV(),401,PowerTransformer(),,0,False,60
0.772675,0.762825,0.785475,0.7889,RidgeClassifierCV(),401,QuantileTransformer(random_state=27033074),,0,False,60
0.707025,0.6845,0.735,0.72145,RidgeClassifierCV(),401,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,False,60
0.740675,0.613775,0.9358,0.69995,RidgeClassifierCV(),401,normalize,,0,False,60
0.769375,0.778475,0.763325,0.791475,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, gamma=0, gpu_id=-1, grow_policy='depthwise',
              importance_type=None, interaction_constraints='',
              learning_rate=0.300000012, max_bin=256, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=100,
              n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=27033074, reg_alpha=0, reg_lambda=1, ...)",401,,,0,False,60
0.769125,0.778425,0.7629,0.79125,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, gamma=0, gpu_id=-1, grow_policy='depthwise',
              importance_type=None, interaction_constraints='',
              learning_rate=0.300000012, max_bin=256, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=100,
              n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=27033074, reg_alpha=0, reg_lambda=1, ...)",401,StandardScaler(),,0,False,60
0.77,0.77935,0.763725,0.792025,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, gamma=0, gpu_id=-1, grow_policy='depthwise',
              importance_type=None, interaction_constraints='',
              learning_rate=0.300000012, max_bin=256, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=100,
              n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=27033074, reg_alpha=0, reg_lambda=1, ...)",401,MinMaxScaler(),,0,False,60
0.77,0.77935,0.763725,0.792025,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, gamma=0, gpu_id=-1, grow_policy='depthwise',
              importance_type=None, interaction_constraints='',
              learning_rate=0.300000012, max_bin=256, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=100,
              n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=27033074, reg_alpha=0, reg_lambda=1, ...)",401,MaxAbsScaler(),,0,False,60
0.769375,0.778475,0.763325,0.791475,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, gamma=0, gpu_id=-1, grow_policy='depthwise',
              importance_type=None, interaction_constraints='',
              learning_rate=0.300000012, max_bin=256, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=100,
              n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=27033074, reg_alpha=0, reg_lambda=1, ...)",401,RobustScaler(),,0,False,60
0.7691,0.778375,0.7629,0.791275,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, gamma=0, gpu_id=-1, grow_policy='depthwise',
              importance_type=None, interaction_constraints='',
              learning_rate=0.300000012, max_bin=256, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=100,
              n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=27033074, reg_alpha=0, reg_lambda=1, ...)",401,PowerTransformer(),,0,False,60
0.7706,0.7805,0.763725,0.792775,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, gamma=0, gpu_id=-1, grow_policy='depthwise',
              importance_type=None, interaction_constraints='',
              learning_rate=0.300000012, max_bin=256, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=100,
              n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=27033074, reg_alpha=0, reg_lambda=1, ...)",401,QuantileTransformer(random_state=27033074),,0,False,60
0.770175,0.780075,0.763325,0.7924,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, gamma=0, gpu_id=-1, grow_policy='depthwise',
              importance_type=None, interaction_constraints='',
              learning_rate=0.300000012, max_bin=256, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=100,
              n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=27033074, reg_alpha=0, reg_lambda=1, ...)",401,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,False,60
0.773275,0.72975,0.829525,0.777775,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, gamma=0, gpu_id=-1, grow_policy='depthwise',
              importance_type=None, interaction_constraints='',
              learning_rate=0.300000012, max_bin=256, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=100,
              n_jobs=0, num_parallel_tree=1, predictor='auto',
              random_state=27033074, reg_alpha=0, reg_lambda=1, ...)",401,normalize,,0,False,60
0,0,0,0.5435,GaussianProcessClassifier(random_state=27033074),401,,,0,False,60
0.672025,0.655175,0.69255,0.6917,GaussianProcessClassifier(random_state=27033074),401,StandardScaler(),,0,False,60
0.756475,0.7381,0.7775,0.77165,GaussianProcessClassifier(random_state=27033074),401,MinMaxScaler(),,0,False,60
0.7547,0.74155,0.77045,0.77195,GaussianProcessClassifier(random_state=27033074),401,MaxAbsScaler(),,0,False,60
0.61045,0.651225,0.5779,0.664075,GaussianProcessClassifier(random_state=27033074),401,RobustScaler(),,0,False,60
0.71885,0.683925,0.760425,0.72875,GaussianProcessClassifier(random_state=27033074),401,PowerTransformer(),,0,False,60
0.755625,0.69875,0.824225,0.7568,GaussianProcessClassifier(random_state=27033074),401,QuantileTransformer(random_state=27033074),,0,False,60
0.7065,0.670325,0.7487,0.715825,GaussianProcessClassifier(random_state=27033074),401,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,False,60
0.769875,0.69565,0.865425,0.763425,GaussianProcessClassifier(random_state=27033074),401,normalize,,0,False,60
0.74715,0.74275,0.754975,0.7673,AdaBoostClassifier(random_state=27033074),401,,,0,False,60
0.747,0.742475,0.754975,0.7671,AdaBoostClassifier(random_state=27033074),401,StandardScaler(),,0,False,60
0.74715,0.74275,0.754975,0.7673,AdaBoostClassifier(random_state=27033074),401,MinMaxScaler(),,0,False,60
0.747,0.742475,0.754975,0.7671,AdaBoostClassifier(random_state=27033074),401,MaxAbsScaler(),,0,False,60
0.74715,0.74275,0.754975,0.7673,AdaBoostClassifier(random_state=27033074),401,RobustScaler(),,0,False,60
0.7467,0.7419,0.754975,0.766725,AdaBoostClassifier(random_state=27033074),401,PowerTransformer(),,0,False,60
0.746725,0.7423,0.75455,0.7669,AdaBoostClassifier(random_state=27033074),401,QuantileTransformer(random_state=27033074),,0,False,60
0.746575,0.742025,0.75455,0.7667,AdaBoostClassifier(random_state=27033074),401,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,False,60
0.725625,0.687525,0.79915,0.731625,AdaBoostClassifier(random_state=27033074),401,normalize,,0,False,60
0.767475,0.77415,0.763325,0.7889,"GradientBoostingClassifier(n_estimators=500, random_state=27033074)",401,,,0,False,60
0.7673,0.77375,0.763325,0.788725,"GradientBoostingClassifier(n_estimators=500, random_state=27033074)",401,StandardScaler(),,0,False,60
0.76745,0.77415,0.76335,0.7889,"GradientBoostingClassifier(n_estimators=500, random_state=27033074)",401,MinMaxScaler(),,0,False,60
0.76745,0.77415,0.76335,0.7889,"GradientBoostingClassifier(n_estimators=500, random_state=27033074)",401,MaxAbsScaler(),,0,False,60
0.76755,0.773875,0.76375,0.7889,"GradientBoostingClassifier(n_estimators=500, random_state=27033074)",401,RobustScaler(),,0,False,60
0.767675,0.7753,0.76295,0.789525,"GradientBoostingClassifier(n_estimators=500, random_state=27033074)",401,PowerTransformer(),,0,False,60
0.7684,0.77575,0.76375,0.79005,"GradientBoostingClassifier(n_estimators=500, random_state=27033074)",401,QuantileTransformer(random_state=27033074),,0,False,60
0.767775,0.773875,0.7642,0.78915,"GradientBoostingClassifier(n_estimators=500, random_state=27033074)",401,"QuantileTransformer(output_distribution='normal', random_state=27033074)",,0,False,60
0.72425,0.733625,0.7525,0.749825,"GradientBoostingClassifier(n_estimators=500, random_state=27033074)",401,normalize,,0,False,60
